Identifiant;Nom générique;Nom de la manifestation;Descriptif court;Descriptif long;Date début;Date fin;Horaires;Dates affichage - horaires;Modification dernière minute;Lieu - nom;Lieu - adresse 1;Lieu - adresse 2;Lieu - adresse 3;Code postal;Commune;Type de manifestation;Catégorie de la manifestation;Thème de la manifestation;Station métro/Tram à proximité;GoogleMap latitude;GoogleMap longitude;Réservation téléphone;Réservation email;Réservation site internet;Manifestation gratuite;Tarif normal;Tarif enfant;Tranche âge enfant;Geo Point
FMAMID031V50IW1V;;LES CLEFS DE SAINT PIERRE : VIENNOISERIES;Retrouvez les musiciens de l’Orchestre National du Capitole de Toulouse dans l’intimité de formations de musique de chambre;"W. A. MOZART Quintette avec clarinette
en la majeur K. 581
J. BRAHMS Quatuor à cordes N° 3
en si bémol majeur opus 67

F. TARDY, clarinette
K. GJEZI, violon
E. EPP, violon
J. GIL, alto
P. GIL, violoncelle";2021-01-11;2021-01-11;A 20h.;Le 11/01/2021 - A 20h.;;AUDITORIUM SAINT PIERRE DES CUISINES;;12 Place Saint Pierre;;31000;TOULOUSE;Musique;Concert;Musique classique;Capitole;43.6043737;1.4357169;;;lesclefsdesaintpierre.org clefsdesaintpierre.festik.net;;De 11,00 € à 22,00 €;;;43.6043737,1.4357169
FMAMID031V50IZJN;;LES CLEFS DE SAINT PIERRE HORS LES MURS CONCERTS DU MARCHÉ: ARRANGEMENTS ENTRE AMIS;Le dimanche matin à 11h00, à l’Escale;"« Avant ou après avoir rempli votre panier, installez-vous confortablement dans la salle de spectacles pour assister à un concert (…) accompagné chaque fois d’une présentation du programme abordé par les musiciens. »

« Une expérience nouvelle pour partir à la découverte du patrimoine musical et conjuguer flânerie dominicale et sensibilité artistique. »

Quatuor Cordes & âmes :
Laura Jaillet & Mary Randles, violon
Isabelle Mension, alto
Gaël Seydoux, violoncelle";2021-05-02;2021-05-02;A 11h.;Le 02/05/2021 - A 11h.;;L'ESCALE;;Place Roger Panouse;;31170;TOURNEFEUILLE;Musique;Concert;Musique classique;;43.5831586;1.345647;05 62 13 60 30;billetterie@mairie-tournefeuille.fr;;;De 10,00 € à 10,00 €;;;43.5831586,1.345647
FMAMID031V50GOFP;;LES QUARTIERS D'ÉTÉ DE TOULOUSE LES ORGUES A L'EGLISE DU GESU;"RACONTE-MOI L’ORGUE !
Petite histoire en musique et en mots
Découverte du patrimoine, lecture musicale, visite insolite";"Toulouse les Orgues convie les passionnés de musique et les amoureux du patrimoine à ses Quartiers d’Été du 29 juillet au 20 septembre. Une pause fraîcheur musicale à la découverte de trésors toulousains. La recette pour patienter jusqu’au Festival...

Les Quartiers d’été de Toulouse les Orgues sont organisés en partenariat avec le Théâtre du Grand Rond, l’Office de Tourisme de Toulouse, la basilique Saint-Sernin et la cathédrale Saint-Étienne.

Ces lectures musicales racontent des histoires d’orgues toulousains : le Cavaillé-Coll de la basilique Saint-Sernin et celui de l’église du Gesu, l’orgue perché en nid d’hirondelle de la cathédrale Saint-Étienne …
Les histoires écrites par Marie Baltazar seront narrées par la comédienne Laetitia Bos associée au Théâtre du Grand Rond et illustrées en musique par l’organiste Baptiste Genniaux.
Trente minutes en fin d’après-midi pour embarquer dans une machine à remonter le temps, se plonger dans un nouvel univers et faire la connaissance d’un instrument mystérieux !";2020-09-18;2020-09-19;Vendredi et samedi à 18h.;Du 18/09/2020 au 19/09/2020 - Vendredi et samedi à 18h.;;EGLISE DU GESU;;22 bis Rue des Fleurs;;31000;TOULOUSE;Musique;Concert;Musique classique;Palais de justice;43.594543;1.446702;05 61 33 76 87  Toulouse les Orgues;;www.toulouse-les-orgues.org;Oui;;;;43.594543,1.446702
FMAMID031V50JTIH;;LPM;"TUTTI FRUTTI FOCUS STUDIO DE TOULOUSE – PACT
A partir de 5 ans
Durée: 5 min";"Pour votre santé, consommez 5 fruits et légumes et du cirque !
Tutti Frutti c’est un mélange tonique et tourbillonnant de quatre énergumènes fêtant la joie de vivre dans ce monde empreint de violences.

Tutti Frutti est omniprésent et omnipotent. Il est autour de nous et dans le plus profond de nos âmes aussi.

Tutti Frutti c’est une sorte de salade d’ingrédients improbables, bien arrosée par la spontanéité et des logiques absurdes. Une formule explosive pour vous faire ricaner et aussi grincer des dents.

Un humour corrosif et libérateur !";2020-10-17;2020-10-17;A 18h;Le 17/10/2020 - A 18h;;LA GRAINERIE;;61 Rue Saint-jean;;31130;BALMA;Culturelle;Animations, Spectacle;Cirque;Métro ligne A Balma Gramont;43.622437;1.488283;;;la-grainerie.festik.net/lpm-tutti-frutti/1;;De 9,00 € à 15,00 €;;4 - 7 ans  /  8 - 12 ans  /  plus de 12 ans;43.622437,1.488283
FMAMID031V50JT8O;;MELINGO;"""Le maître moderne du tango populaire."" FIP";"Le vagabond Melingo raconte sur scène l’histoire de son grand périple et donne vie à ce récit au travers d’un jeu d’ombre. Tel un illusionniste il démêle devant nos yeux la trame de cette légende, et fait apparaître la silhouette des différents personnages qui la composent, ces derniers amenés tantôt à s’aimer, à se détester, à s’entraider ou s’entretuer, à naître ou ressusciter. L’artiste et ses ombres dansent au rythme d’une musique mêlant tango et sonorités rébétiques. Ces deux styles issus des bas-fonds ici s’entrelacent pour n’en former plus qu’un seul, original, moderne et primitif à la fois.

Melingo : voix et clarinette
Muhammad Habbibi Guerra : guitare, bouzouki
Juan Ravioli : clavier, basse
Rodrigo Gomez : batterie, samples
Facundo Torres : bandoneon";2021-04-13;2021-04-13;A 20h30.;Le 13/04/2021 - A 20h30.;;SALLE NOUGARO;;20 Chemin de Garric;;31200;TOULOUSE;Musique;;Musique du monde;;43.621219;1.408246;;;www.sallenougaro.com;;De 14,00 € à 21,00 €;;;43.621219,1.408246
FMAMID031V50JICU;;MESSE AU TEMPS DU ROI-SOLEIL (TOULOUSE LES ORGUES);"Orgue baroque & chant en grec
Grand classique";"Jusqu’au milieu du XXe siècle, la messe en pays catholique faisait alterner orgue et voix. Cette pratique a vu naître un grand nombre d’oeuvres pour orgue, dont celle de Nicolas de Grigny. Un temps organiste de la basilique de Saint-Denis, celui-ci aurait pu y entendre une messe écrite en grec qui s’y trouve conservée et que Frédéric Tavernier a redécouverte et recréée en 2018. Pour la première fois, cette messe aux accents orthodoxes alternera avec le chef-d’oeuvre baroque de Grigny, plongeant la cathédrale dans une atmosphère méditative.

AU PROGRAMME
Messe pour orgue de N. de Grigny / messe en grec

INTERPRETES
Frédéric TAVERNIER-VELLAS, chant
Nicolas BUCHER, orgue

Ouverture de la billetterie : Lundi 21 septembre 2020
Réservation fortement conseillée en raison du contexte sanitaire";2020-10-11;2020-10-11;A 17h;Le 11/10/2020 - A 17h;;CATHÉDRALE SAINT-ÉTIENNE;Place Saint Etienne;;;31000;TOULOUSE;Culturelle, Musique;Concert, Festival;Musical;Métro ligne A Esquirol ou métro ligne B François-Verdier;43.59965;1.449474;05 61 33 76 87;;billetterie.toulouse-les-orgues.org;;De 8,00 € à 18,00 €;;;43.59965,1.449474
FMAMID031V50IEH0;;MESSMER;Le fascinateur Messmer est l’une des grandes références en hypnose et magnétisme à travers le monde. Détenteur du record mondial d’hypnose collective et avec plus d’un million de billets vendus à son actif, Messmer est de retour en France pour y présenter son tout nouveau spectacle, Hypersensoriel.;"Sommité dans l’art de la fascination, Messmer repousse à nouveau les limites du subconscient, en mettant cette fois à profit nos cinq sens. Quels sont leurs secrets, leurs pouvoirs insoupçonnés ?
Peut-on les décupler, les altérer ? Et si nous avions un 6e sens qui sommeille en nous ?
Après plusieurs années à étudier le cerveau humain pour amplifier ses propriétés, Messmer vous invite cette fois à stimuler et éveiller vos sens à travers des expériences et des aventures des plus étonnantes et divertissantes.
Hypersensoriel propose un grand rendez-vous interactif et euphorique, mettant à profit technologie et réalité virtuelle, alors que Messmer fait une fois de plus la démonstration de l’incroyable pouvoir du subconscient.

« Chacun de nos sens a des pouvoirs extraordinaires que nous méconnaissons et qui nous permettent d’appréhender notre environnement de façon bien plus précise qu’on ne le pense. » Messmer";2021-03-19;2021-03-19;A 20h.;Le 19/03/2021 - A 20h.;;ZENITH TOULOUSE METROPOLE;;11 Avenue Raymond Badiou;;31300;TOULOUSE;;Spectacle;Comique;Zénith;43.598264;1.4092542;;;zenith-toulousemetropole.com/programmation/messmer-2249.html;;;;;43.598264,1.4092542
FMAMID031V50JLFR;;NELSON FREIRE (LES GRANDS INTERPRETES);Nelson Freire piano;"« Nelsinho » avait cinq ans lorsqu’il a joué pour la première fois dans un vieux cinéma de Boa Esperança. Sept décennies plus tard, sa carrière a fait de lui une légende. Elégance, subtilité, toucher de rêve et tête dans les étoiles, le Brésilien n’en a pas fini de révéler au monde chef-d’oeuvres et raretés.

Programme à définir...";2021-06-08;2021-06-08;A 20h.;Le 08/06/2021 - A 20h.;;HALLE AUX GRAINS;;Place  Dupuy;;31000;TOULOUSE;Musique;Concert;Musique classique;Métro ligne B François-Verdier;43.6000667;1.45438342;05 61 21 09 00;;www.grandsinterpretes.com;;De 20,00 € à 20,00 €;;;43.6000667,1.45438342
FMAMID031V50K67C;;NOCTURNE AU MUSÉE GEORGES LABIT - NUIT EUROPÉENNE DES MUSÉES;"NUIT EUROPÉENNE DES MUSÉES - 15ème édition - TOUT PUBLIC
Entrée libre et gratuite";A  l’occasion  de  cet  événement  national,  le  musée  Georges-Labit sera ouvert gratuitement pour permettre à tous de (re)découvrir les collections d’arts asiatiques et d’antiquité égyptienne de la ville de Toulouse ! De courtes visites commentées seront proposées par le Service des publics durant la nuit. Nous profiterons de cet événement pour fêter Divali qui a  aussi  lieu  cette  année  le  14  novembre.  Également  appelée  Diwali  ou  Deepavali,  c’est  l’une  des  fêtes  les  plus  populaires  dans  les  pays  hindous.  Elle  est  également  connue  comme  la  Fête  des  Lumières  qui  symbolise la victoire du bien sur le mal.;2020-11-14;2020-11-14;;Le 14/11/2020;;MUSÉE GEORGES LABIT;;17 rue du Japon;;31400;TOULOUSE;Culturelle, Insolite;Visites guidées;Nocturne;Métro ligne B Carmes - Palais de Justice ou François Verdier;43.589157;1.45762;;;;Oui;;;;43.589157,1.45762
FMAMID031V50JC7C;;NOTRE DAME DE LA DAURADE;"Visite guidée d'1h proposée par l'office de tourisme.

À travers un fait historique, que diriez-vous de pousser plus loin l’aventure et d’explorer toutes les facettes de l’identité toulousaine ?";"L’actuelle basilique Notre-Dame de-la-Daurade n’a plus grand-chose à voir avec la version primitive du Ve siècle au décor doré. Proche de la Garonne, lumineuse et colorée, elle abrite un trésor liturgique et une Vierge noire, depuis longtemps protectrice des femmes enceintes et des fléaux de la ville.

RDV:  Devant la basilique,1 place de la Daurade.
Réservation conseillée, les places étant limitées.";;;A 15h A 10h30 A 10h30 A 15h;Le 07/08/2020 - A 15h Le 20/08/2020 - A 10h30 Le 03/09/2020 - A 10h30 Le 18/09/2020 - A 15h;;1 PLACE DE LA DAURADE;DEVANT LA BASILIQUE;;;31000;TOULOUSE;Culturelle;Visites guidées;;Métro ligne A Capitole;43.6083156;1.4418039;08 92 18 01 80  (0,45 € TTC/min);infos@toulouse-tourisme.com;www.toulouse-tourisme.com/visites-guidees;;De 5,00 € à 7,00 €;De 7,00 € à 7,00 €;;43.6083156,1.4418039
FMAMID031V50JIGU;;NUIT DU GESU : GRISSINI PROJECT (TOULOUSE LES ORGUES);"Musiques de jeux vidéo à l'orgue
Expérience, insolite, Nuit du Gesu";"Depuis Mario Bros, la musique de jeu vidéo a connu un développement spectaculaire. Des musiques orchestrales, complexes, en lien avec l’univers du jeu ont vu le jour. Romain Vaudé est l’un des premiers à s’être emparé de ce répertoire pour le valoriser à l’orgue avec la collaboration d’une jeune soprano déjà venue à Toulouse les Orgues, Alice Duport-Percier. Soirée découverte avec projection sur grand écran de l’univers visuel de chaque jeu !

AU PROGRAMME
Transcriptions à l’orgue de musiques de jeu vidéos de N. Uematsu, J. Kyd, K. Okabe, J. Soule …

INTERPRETES
Romain VAUDE, orgue
Alice DUPORT-PERCIER, Soprano
Daniel SICARD, Vidéaste

Ouverture de la billetterie : Lundi 21 septembre 2020
Réservation fortement conseillée en raison du contexte sanitaire";2020-10-15;2020-10-15;A 22h30;Le 15/10/2020 - A 22h30;;EGLISE DU GESU;22bis Rue des Fleurs;22 bis Rue des Fleurs;;31000;TOULOUSE;Culturelle, Insolite, Musique;Concert, Festival;Musical;Métro ligne B Carmes ou Palais de Justice;43.594543;1.446702;05 61 33 76 87;;billetterie.toulouse-les-orgues.org;;De 5,00 € à 12,00 €;;;43.594543,1.446702
FMAMID031V50JC6K;;PETITES HISTOIRES DE QUARTIER: CARMES;"Visite guidée d'1h30 proposée par l'office de tourisme. 

Découvrir Toulouse comme si vous y viviez, c’est possible : plongez dans la vie de quartier avec ses habitants, leur routine, leurs expériences, leurs petites et grandes histoires...";"Vous parcourez un quartier beau et animé. Au marché, en terrasse ou sur les rues pavées, ici, on s’affaire agréablement à toute heure de la journée ! Découvrez l’histoire et les monuments de la place de la Trinité, en passant par la rue des Filatiers avant de terminer place des Carmes.

RDV  Place de la Trinité, devant la fontaine. 
La réservation est conseillée, les places étant limitées.";;;A 10h30 A 10h30;Le 15/08/2020 - A 10h30 Le 12/09/2020 - A 10h30;;PLACE DE LA TRINITE - DEVANT LA FONTAINE;;Place de la Trinité;;31000;TOULOUSE;Culturelle;Visites guidées;;Métro ligne A, Esquirol.;43.599702;1.444301;08 92 18 01 80 ( 0,45 € TTC / mn );infos@toulouse-tourisme.com;www.toulouse-tourisme.com/visites-guidees;;De 5,00 € à 12,00 €;De 7,00 € à 7,00 €;;43.599702,1.444301
FMAMID031V50JGFT;;PIERRE LAURENT AIMARD (PIANO AUX JACOBINS);41ème édition du Festival Piano aux Jacobins.;"Pierre-Laurent Aimard est l’un des meilleurs guides que l’on puisse imaginer dans le répertoire contemporain. Chez Bach aussi où sa lecture aussi aiguë que sensible convie à une expérience singulière.

BACH
Clavier bien tempéré livre II";2020-09-21;2020-09-21;De 20h à 22h.;Le 21/09/2020 - De 20h à 22h.;;COUVENT DES JACOBINS;Cloître des Jacobins;Rue Lakanal;;31000;TOULOUSE;Musique;Concert, Festival;Musique classique;Métro ligne A Capitole;43.6037086;1.4398824;;;pianojacobins.festik.net;;De 7,00 € à 40,00 €;;;43.6037086,1.4398824
FMAMID031V50CCOQ;;PNL;Rap, hip hop, slam.;"Rap, hip hop, slam. Report du concert du 5 juin 2020.

Communiqué de la production du 15 avril 2020 :
""Suite aux restrictions imposées pour lutter contre le Covid-19, nous sommes contraints de reporter les concerts de PNL initialement prévus les 04 et 05 juin au Zénith Toulouse Métropole aux 12 et 13 février 2021, toujours au Zénith Toulouse Métropole.

Les billets pour le 04 juin 2020 seront valables le 12 février 2021, et les billets pour le 05 juin 2020 seront valables le 13 février 2021.
Les personnes désirant se faire rembourser le pourront en se rapprochant de leurs points de vente, jusqu’au 1er septembre 2020.""";2021-02-12;2021-02-13;A 20h.;Du 12/02/2021 au 13/02/2021 - A 20h.;;ZENITH TOULOUSE METROPOLE;;11 Avenue Raymond Badiou;;31000;TOULOUSE;Musique;Concert;Rap - reggae - soul - funk;Zénith;43.5993203;1.4096865;;;zenith-toulousemetropole.com/programmation/pnl-2226.html;;;;;43.5993203,1.4096865
FMAMID031V50J0Q9;;POQUELIN II - TG STAN (THÉÂTRE);"Belgique
coproduction / Première française

« Quoi de neuf ? Molière. » Sacha Guitry";Tg STAN et Molière : en voilà une rencontre au sommet ! Le détonant collectif flamand s’est attaqué à l’inusable grand maître du théâtre français une première fois au début des années 2000 avec Poquelin, spectacle librement composé à partir de trois pièces de Molière (Le Médecin malgré lui, Le Malade imaginaire et Sganarelle) et accueilli au théâtre Garonne en 2004. Désireux de réitérer l’expérience, tg STAN présente maintenant un nouveau spectacle, assez logiquement intitulé Poquelin II. Celui-ci puise à la fois dans Le Bourgeois gentilhomme (1670) satire cinglante de l’arrivisme, et dans L’Avare (1668), tragi-comédie sur l’avidité, la dissimulation et le conflit des générations. Jonglant d’une pièce à l’autre, dans un décor minimaliste de bric et de broc, sept superbes comédien.ne.s partagent la scène, en équilibre instable, et incarnent au total une quinzaine de personnages avec une prestance irrésistible. Taillés sur démesure, les costumes accentuent encore la dimension carnavalesque de cette farce échevelée qui, (très) loin de la plate fidélité à la lettre, rend l’esprit de Molière plus vivant et mordant que jamais. En pleine résonance avec le monde d’aujourd’hui, le spectacle brocarde allègrement la bourgeoisie (bien fait !), la facticité et toutes les formes de vanité morale ou sociale. S’y distingue aussi un éloge vibrant du théâtre et du jeu. Sans entracte ni temps mort, deux heures et demie d’intense jubilation.;;;A 20h. A 20h30. A 20h30. A 20h. A 20h. A 20h30. A 20h30.;Le 01/10/2020 - A 20h. Le 02/10/2020 - A 20h30. Le 03/10/2020 - A 20h30. Le 07/10/2020 - A 20h. Le 08/10/2020 - A 20h. Le 09/10/2020 - A 20h30. Le 10/10/2020 - A 20h30.;;THEATRE GARONNE;;1 Avenue du Château d'Eau;;31300;TOULOUSE;Culturelle;Théâtre;;Saint Cyprien République;43.6027215;1.4251942;05 62 48 56 56;;www.theatregaronne.com;;;;;43.6027215,1.4251942
FMAMID031V50IV38;;PRODIGES DU VIOLONCELLE (ORCHESTRE NATIONAL DU CAPITOLE DE TOULOUSE);"RÊVER, ÉCOUTER, SE RETROUVER

BEN GLASSBERG : DIRECTION
EDGAR MOREAU : VIOLONCELLE";"Il est le maître du rire à l’opéra… mais sait-on que Jacques Offenbach fut aussi un violoncelliste d’exception, un enseignant renommé, qui composa des pièces éblouissantes pour son instrument favori ? Au virtuose d’autrefois, trois enfants prodiges d’aujourd’hui répondent : Edgar Moreau au violoncelle, Ben Glassberg à la direction… et Camille Pépin. Adorée par les interprètes, la jeune compositrice connaît aujourd’hui une trajectoire fulgurante. 

JACQUES OFFENBACH
GRAND CONCERTO « MILITAIRE » POUR VIOLONCELLE EN SOL MAJEUR
CAMILLE PÉPIN
« VAJRAYANA » (2015), POUR ORCHESTRE
MAURICE RAVEL
DAPHNIS ET CHLOÉ, SUITE N° 2";2021-04-16;2021-04-16;A 20h.;Le 16/04/2021 - A 20h.;;HALLE AUX GRAINS;;1 Place Dupuy;;31000;TOULOUSE;Culturelle;Concert;Musique classique;Métro ligne B François Verdier;43.6002193;1.4533432;05 61 63 13 13;;www.onct.toulouse.fr;;De 18,00 € à 60,00 €;;;43.6002193,1.4533432
