identifiant_id;nom_de_l_organisme;adresse_de_l_organisme;code_postal;commune;lien_vers_la_ressource;description_des_contenus_et_de_l_experience_proposes_min_200_max_500_caracteres;si_enfants_merci_de_preciser_le_niveau_scolaire;titre_de_la_ressource;activite_proposee_apprendre_se_divertir_s_informer;public_cible;types_de_ressources_proposees;thematiques;contenus_adaptes_aux_types_de_handicap;temps_d_activite_estime_lecture_ecoute_visionnage_jeu;accessibilite_perennite_de_la_ressource;rattachement_de_l_organisme;autre_precisez;si_limite_dans_le_temps_precisez_jusqu_a_quelle_date;autres_preciez;adresse;latitude;longitude;geolocalisation
876;La bridage du Livre;Youtube;75000;Paris;https://www.youtube.com/channel/UCO-YDXoZJNVJFmF1UJ17rEw/playlists;Trois programmes sur cette chaîne : les Chroniques de Kilke, éclaireur de bons trucs à lire, les interventions du G.I.P.L., websérie musclée et déjantée, et Pas l'temps de lire, des focus sur un livre ou un auteur en particulier.;;Chaîne Youtube;Films, documentaires, vidéos;Tous publics;Vidéo, flux en direct, programmes en différé;Littérature, sciences humaines, langues;;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Organisme privé;;;;Youtube 75000 Paris;48.8785419;2.3642198;48.8785419,2.3642198
879;La Condition Publique;14 Place du Général Faidherbe;59100;Roubaix;https://www.youtube.com/playlist?list=PLOcOkVVCi3Fd9GluqmJ_jjJvlzaabMeCa;Next Generation(s) : un programme. Fidèle à sa vocation de laboratoire créatif, la Condition Publique met en scène de nouvelles formes de l’art urbain, et invite des artistes à expérimenter de nouvelles démarches. Entre 2019 et 2022, dans un cadre patrimonial exceptionnel, les artistes vont hybrider leurs pratiques avec d’autres disciplines et investir les champs de l’urbanisme et de l’innovation sociale. Retour en vidéos sur les résidences 2019.;;Vidéos d'installations d'art urbain;Films, documentaires, vidéos;Tous publics;Vidéo, flux en direct, programmes en différé;Art urbain (graph, hip hop, street art…);;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;;;14 Place du Général Faidherbe 59100 Roubaix;50.6907377;3.1894921;50.6907377,3.1894921
883;La Grande Saline;3 place des Salines;39110;Salins-les-bains;https://www.salinesdesalins.com/page-culturecheznous,75.html;Visite à 360° de la Grande Saline . Nous proposons également des activités pour les enfants sous la forme de jeux, d'expériences, d'ateliers et de vidéos... Une galerie d'images sur la page collections présente également une partie des collections beaux arts et techniques du musée de la Grande Saline.;;Découvrir la Grande Saline;Expos, musées;Tous publics;Images, collections numérisées;Architecture et patrimoine;;Le temps d’un vrai déjeuner;Accès gratuit exceptionnel et limité dans le temps;Collectivité territoriale;;2020-06-30T00:00:00;;3 place des Salines 39110 Salins-les-bains;46.9377804;5.8765735;46.9377804,5.8765735
885;La Médiathèque Pablo Neruda de Malakoff/ Vallée Sud-Grand Paris;Médiathèque Pablo Neruda, 24 Rue Béranger.;92240;Malakoff;https://www.youtube.com/user/MediathequeMalakoff/playlists;Animations, ateliers, débats et rencontres organisés par la Médiathèque Pablo-Neruda de Malakoff;Maternelle;Chaîne Youtube;Partager ses passions;Enfants;Création et pratiques artistiques;"Éducation artistique et culturelle;Musique, concerts et opéras";;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Collectivité territoriale;;;;Médiathèque Pablo Neruda, 24 Rue Béranger. 92240 Malakoff;48.8206417;2.3012363;48.8206417,2.3012363
888;La Piscine - Musée d'art et d'industrie André Diligent de Roubaix;23 Rue de l'Espérance;59100;Roubaix;https://roubaix-lapiscine.yunow.app/756-les-defis-du-mercredi/2760-les-defis-de-la-piscine;Puzzle, Memory et autres jeux permettent de redécouvrir les œuvres du musée en s’amusant ! Chaque mercredi, de nouveaux contenus sont mis en ligne pour permettre aux petits et grands un peu de distraction pendant le confinement !</p>;Maternelle|113|Primaire|Collège;Les défis de la Piscine;Jeux;Enfants;Jeux;"Arts visuels;Éducation artistique et culturelle;Peinture";;Le temps de manger un sandwich pendant une pause déjeuner;Accès gratuit exceptionnel et limité dans le temps;Collectivité territoriale;;2020-06-30T00:00:00;;23 Rue de l'Espérance 59100 Roubaix;50.6921621;3.1676488;50.6921621,3.1676488
891;La Scala;13 Boulevard de Strasbourg;75010;Paris;https://lascala-paris.com/a-ne-pas-manquer/restezchezvous/;Chaque jour, nous vous proposons de maintenir le lien entre nous avec des suggestions de livres, des playlists, des recettes de cuisine, des podcasts, des vidéos, et bien d’autres choses encore. Confiné.e.s, mais pas sans idées !</p>;;Scala, Ouvre toi !;Films, documentaires, vidéos;Tous publics;Vidéo, flux en direct, programmes en différé;Littérature, sciences humaines, langues;;Le temps d’une soirée;Accès gratuit exceptionnel et limité dans le temps;Organisme privé;;2020-06-30T00:00:00;;13 Boulevard de Strasbourg 75010 Paris;48.8703038;2.3543651;48.8703038,2.3543651
899;LaM - Lille Métropole Musée d'art moderne, d'art contemporain et d'art brut;1 allée du Musée;59650;Villeneuve d'Ascq;https://www.musee-lam.fr/fr/la-collection-en-ligne;Le LaM est le seul musée au monde à proposer simultanément, en un même lieu, trois fonds d'origines diverses : art moderne, art contemporain et art brut. A travers plus de 7 000 œuvres, il offre un panorama inédit de l’art des 20e et 21e siècles, à explorer à distance grâce la collection en ligne !</p>;;Collection en ligne;Expos, musées;Tous publics;Images, collections numérisées, bases de données;"Arts visuels;Musées";;Le temps d’un vrai déjeuner;Accès permanent;Collectivité territoriale;;;;1 allée du Musée 59650 Villeneuve d'Ascq;50.6376189;3.1502014;50.6376189,3.1502014
906;Le Fresnoy - Studio national des arts contemporains;22 Rue du Fresnoy;59200;Tourcoing;https://opencanal.lefresnoy.net/;Tous les jours, un court métrage expliqué et commenté est mis en ligne.;;Un jour, un court-métrage;Films, documentaires, vidéos;Tous publics;Vidéo, flux en direct, programmes en différé;Cinéma;;Le temps de manger un sandwich pendant une pause déjeuner;Accès gratuit exceptionnel et limité dans le temps;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;2020-06-30T00:00:00;;22 Rue du Fresnoy 59200 Tourcoing;50.7002218;3.154785;50.7002218,3.154785
907;Le Grand Café - centre d'art contemporain;Place des Quatre z'Horloges;44600;Saint-Nazaire;https://vimeo.com/legrandcafe;Le Grand Café poursuit ses activités d’accompagnement et de soutien à la création en augmentant son programme de rendez-vous numériques. Le Grand Café met à la disposition de tou.te.s ses ressources produites, dans un objectif de démocratisation, d'éducation et de partage des connaissances. De même, le centre d’art créé des actualités en ligne spécifiques à ses missions de production d’œuvres, d’exposition, de résidence, de publication, d’accompagnement des publics, etc.;;Restons connecté.e.s !;Films, documentaires, vidéos;Tous publics;"Vidéo, flux en direct, programmes en différé;Expositions virtuelles";Arts visuels;;Le temps d’un vrai déjeuner;Accès gratuit exceptionnel et limité dans le temps;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;2020-06-30T00:00:00;;Place des Quatre z'Horloges 44600 Saint-Nazaire;47.273267;-2.2062673;47.273267,-2.2062673
908;Le Grand R, Scène nationale;Esplanade Jeannie Mazurelle,;85000;La Roche-sur-Yon;https://www.legrandr.com/actualites/projet-participatif-journal-de-sortie-avec-julia-deck/;"Durant cette période de confinement, retrouvez régulièrement Le Grand R chez vous, grâce aux auteurs et artistes qui, depuis chez eux, vous proposent de petites bulles artistiques et participatives, des messages, des entretiens… Voici une proposition d’écriture de Julia Deck, auteure initialement invitée au mois de mars au Grand R, responsable notamment de l’inquiétant, drôle et cruel roman ""Propriété privée paru chez Minuit"", comme ses trois précédents romans.";;« Journal de sortie » : un projet d’écriture participatif… à distance !;Partager ses passions;Tous publics;"Cours en ligne, cours en ligne ouverts et massifs, conférences, tutoriels;Création et pratiques artistiques";Littérature, sciences humaines, langues;;Le temps d’une soirée;Accès gratuit exceptionnel et limité dans le temps;Ministère de la Culture ou opérateur national;;2020-06-06T00:00:00;;Esplanade Jeannie Mazurelle, 85000 La Roche-sur-Yon;46.6687593;-1.4298539;46.6687593,-1.4298539
909;Le Grand T;84 Rue Général Buat;44000;Nantes;https://www.legrandt.fr/projets/lechappee-belle;"Le Grand T s'invite chez vous : une saison de substitution presque comme la ""vraie"" pour vous évader, passer le temps et savourer du théâtre... dans votre salon, votre jardin ou sur votre balcon ! Toutes les semaines et jusqu'à la réouverture du théâtre, découvrez nos ""évasions"", nos ""deuxièmes chances""...</p>";;L'échapée belle;Concerts, spectacles;Tous publics;Vidéo, flux en direct, programmes en différé;Théâtre, Spectacles;;Le temps d’une soirée;Accès gratuit exceptionnel et limité dans le temps;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;2020-06-30T00:00:00;;84 Rue Général Buat 44000 Nantes;47.2311105;-1.5404294;47.2311105,-1.5404294
910;Le Hall de la Chanson;211 Avenue Jean Jaurès;75019;Paris;https://www.lehalldelachanson.com/ressources;Plongez dans les productions multimedia, sites internet, thématiques et fiches de documentation du Hall de la Chanson du Moyen Âge à nos jours</p>;;Ressources en ligne;Audios;Tous publics;Audio, radio, podcasts;"Histoire;Musique, concerts et opéras";;Le temps d’une soirée;Accès permanent;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;;;211 Avenue Jean Jaurès 75019 Paris;48.8890923;2.394432;48.8890923,2.394432
924;Maison de Chateaubriand;87, rue de Chateaubriand;92290;Châtenay-Malabry;http://chateaubriand-moyenage.fr;Webdocumentaire consacré à la vision du Moyen Âge par Chateaubriand.Ce nouvel outil cherche à définir ce qu’était le Moyen Âge de Chateaubriand et quelle place cette période tient dans l’œuvre et la pensée de celui-ci. Avec la parution du Génie du Christianisme en 1802, Chateaubriand était devenu aux yeux du public le restaurateur de « la vieille église gothique » et l’un des initiateurs du retour vers le Moyen Âge qui fleurira tout au long du XIXe siècle.;;"Webdocumentaire ""Chateaubriand et le Moyen Âge""";Films, documentaires, vidéos;Tous publics;Expositions virtuelles;"Histoire;Musées";Audiodescription (AD);Le temps d’un vrai déjeuner;Accès permanent;Collectivité territoriale;;;;87, rue de Chateaubriand 92290 Châtenay-Malabry;48.7718368;2.2666213;48.7718368,2.2666213
925;Maison de l'Archéologie du Pas-de-Calais;rue de Whitstable;62000;Dainville;https://archeologie.pasdecalais.fr/Archeologie/Explorer/(vue)/epoque/(epoque)/64228;Curieux de découvrir les richesses archéologiques du Pas-de-Calais ou passionné par l’archéologie, explorez le Département grâce au site internet. La cartographie interactive, vous ouvre les portes des fouilles archéologiques menées par les équipes du Département. Dans la rubrique médiation, de nombreux jeux attendent les plus jeunes. Les catalogues-jeux des expositions de la Maison de l’Archéologie du Pas-de-Calais sont également en ligne. Bonne découverte !;;Explorer;Expos, musées;Tous publics;Images, collections numérisées, bases de données;Archéologie;;Le temps d’un vrai déjeuner;Accès permanent;Collectivité territoriale;;;;rue de Whitstable 62000 Dainville;50.2902259;2.735927;50.2902259,2.735927
929;Maison de la Poésie;Passage Molière - 157, rue Saint-Martin;75003;Paris;https://www.youtube.com/playlist?list=PLV2K5WbG4Ad-6P4a0yLcRG52_HlVZUNNb;Virginie Despentes, Alain Badiou, ... Captations intégrales et extraits de rencontres, lectures, concerts littéraires, performances, etc.</p>;;Sur la scène - Intégrales;Approfondir ses connaissances;Tous publics;Vidéo, flux en direct, programmes en différé;Littérature, sciences humaines, langues;;Le temps d’un vrai déjeuner;Accès permanent;Collectivité territoriale;;;;Passage Molière - 157, rue Saint-Martin 75003 Paris;48.8622266;2.3518459;48.8622266,2.3518459
932;Maison-Musée Lansyer;1 rue Lansyer;37600;Loches;https://museelansyer-loches.fr/;Visite virtuelle du rez-de-chaussée de la Maison-Musée Lansyer et accès au panorama sur la ville depuis la terrasse de la Porte royale. Découvrez les salles du musée et cliquez sur certaines oeuvres. Accédez à l'image de ces oeuvres et cliquez sur le texte court situé en dessous. Vous bénéficierez d'explications et d'anecdotes sur l'histoire de ces oeuvres et sur le travail de l'artiste.;;Visite virtuelle;Expos, musées;Tous publics;Expositions virtuelles;"Architecture et patrimoine;Musées;Parcs et jardins";Navigation au clavier;Le temps d’un vrai déjeuner;Accès permanent;Collectivité territoriale;;;;1 rue Lansyer 37600 Loches;47.1270822;0.9977644;47.1270822,0.9977644
937;Médiathèque Jacques-Chirac;rue des Filles-Dieu;10000;Troyes;https://www.bibliotheque-bleue-danslacite.fr/;Connus sous le nom de Bibliothèque bleue, des millions de livrets de littérature populaire sont diffusés en France pendant près de trois siècles. Pour découvrir l’histoire fabuleuse de ce succès éditorial né à Troyes, suivez la tournée d’Antoine le Colporteur, qui vous conduira de l’atelier de l’imprimeur au marché, en passant par l’école et le cabinet de l’astrologue. Quizz , playlists et jeux complètent la visite.;;La Bibliothèque bleue dans la cité;Expos, musées;Tous publics;Expositions virtuelles;"Architecture et patrimoine;Histoire";"Transcription textuelle;Navigation au clavier";Le temps d’un vrai déjeuner;Accès permanent;Collectivité territoriale;;;;rue des Filles-Dieu 10000 Troyes;48.3014306;4.0719878;48.3014306,4.0719878
942;Mezzo;10 Boulevard de Grenelle;75015;Paris;https://www.mezzo.tv/fr/programme;Chaque jour sur les chaînes Mezzo Live, retrouvez  des concerts de musique classique ou de jazz, des retransmissions d'opéras depuis els plus grandes salles du monde;;Mezzo Live;Concerts, spectacles;Tous publics;Vidéo, flux en direct, programmes en différé;Musique, concerts et opéras;;Le temps d’une soirée;Accès permanent;Organisme privé;;;;10 Boulevard de Grenelle 75015 Paris;48.8531923;2.2897028;48.8531923,2.2897028
